cell_id,donor,cell_type,species,batch_nn,dataset,leiden
celseq2_D31.4_2,D31,delta,human,celseq2,celseq2,5
celseq2_D31.4_4,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.4_5,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.4_7,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.4_9,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_10,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_11,D31,alpha,human,celseq2,celseq2,7
celseq2_D31.4_13,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_14,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_15,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.4_16,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.4_17,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_18,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.4_19,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_20,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.4_21,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_22,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.4_23,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.4_24,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.4_25,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_27,D31,alpha,human,celseq2,celseq2,7
celseq2_D31.4_28,D31,delta,human,celseq2,celseq2,5
celseq2_D31.4_29,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.4_30,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.4_31,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.4_32,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.4_33,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_34,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_35,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_36,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_37,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.4_38,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_39,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_40,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.4_41,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_42,D31,alpha,human,celseq2,celseq2,7
celseq2_D31.4_43,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_44,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_45,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_46,D31,delta,human,celseq2,celseq2,5
celseq2_D31.4_47,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.4_48,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_49,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_50,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.4_51,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_52,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.4_53,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.4_54,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.4_55,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_56,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_57,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_58,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_59,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.4_60,D31,delta,human,celseq2,celseq2,5
celseq2_D31.4_61,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.4_62,D31,delta,human,celseq2,celseq2,5
celseq2_D31.4_63,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_64,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_65,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_66,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_67,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.4_68,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_69,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_70,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_71,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_72,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_73,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_74,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_75,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_76,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_77,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.4_78,D31,delta,human,celseq2,celseq2,5
celseq2_D31.4_79,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_80,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.4_82,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_83,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_84,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.4_85,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_87,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.4_89,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.4_90,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_91,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_92,D31,beta,human,celseq2,celseq2,3
celseq2_D31.4_93,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.4_94,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_1,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_2,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_3,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_4,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_5,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_8,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_9,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_10,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_11,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_12,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.5_13,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.5_14,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.5_15,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_16,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_17,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_18,D31,delta,human,celseq2,celseq2,5
celseq2_D31.5_19,D31,ductal,human,celseq2,celseq2,15
celseq2_D31.5_20,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.5_21,D31,alpha,human,celseq2,celseq2,7
celseq2_D31.5_22,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_23,D31,delta,human,celseq2,celseq2,5
celseq2_D31.5_24,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_26,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_27,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_29,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_30,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_32,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_34,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_35,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.5_36,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_37,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.5_38,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_39,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_41,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.5_42,D31,delta,human,celseq2,celseq2,5
celseq2_D31.5_44,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.5_45,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_46,D31,delta,human,celseq2,celseq2,5
celseq2_D31.5_47,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.5_48,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_49,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.5_50,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_51,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.5_52,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_53,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_54,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_55,D31,delta,human,celseq2,celseq2,5
celseq2_D31.5_56,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.5_57,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_58,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_59,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_60,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_61,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_62,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_63,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_64,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.5_65,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.5_66,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_67,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_68,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.5_69,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_70,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_71,D31,delta,human,celseq2,celseq2,5
celseq2_D31.5_72,D31,immune,human,celseq2,celseq2,16
celseq2_D31.5_73,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.5_74,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_75,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_76,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.5_77,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.5_78,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.5_80,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_81,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.5_82,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.5_83,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.5_84,D31,delta,human,celseq2,celseq2,5
celseq2_D31.5_85,D31,beta,human,celseq2,celseq2,3
celseq2_D31.5_86,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.5_87,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.5_88,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_89,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_90,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.5_91,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.5_92,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.5_93,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.5_94,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_1,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.6_2,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.6_4,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_6,D31,endothelial,human,celseq2,celseq2,13
celseq2_D31.6_7,D31,beta,human,celseq2,celseq2,5
celseq2_D31.6_9,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_10,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.6_11,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_12,D31,delta,human,celseq2,celseq2,5
celseq2_D31.6_13,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_15,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_16,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_18,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.6_19,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_20,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_21,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_22,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_23,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.6_24,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_25,D31,alpha,human,celseq2,celseq2,5
celseq2_D31.6_27,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_28,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_29,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_30,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.6_31,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_32,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.6_33,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_34,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_35,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.6_36,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.6_37,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_38,D31,delta,human,celseq2,celseq2,5
celseq2_D31.6_39,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_40,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_41,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_42,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_43,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_44,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_45,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.6_47,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_48,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.6_49,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_50,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_51,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_52,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_53,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_54,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.6_55,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.6_56,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.6_57,D31,immune,human,celseq2,celseq2,16
celseq2_D31.6_58,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_59,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.6_61,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_62,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_63,D31,alpha,human,celseq2,celseq2,7
celseq2_D31.6_65,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_66,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_67,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_68,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_69,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_70,D31,endothelial,human,celseq2,celseq2,13
celseq2_D31.6_71,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.6_72,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_73,D31,endothelial,human,celseq2,celseq2,13
celseq2_D31.6_74,D31,alpha,human,celseq2,celseq2,9
celseq2_D31.6_75,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_76,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_77,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.6_79,D31,ductal,human,celseq2,celseq2,15
celseq2_D31.6_80,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_81,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_82,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_83,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.6_84,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.6_85,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_86,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.6_87,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_88,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.6_90,D31,alpha,human,celseq2,celseq2,9
celseq2_D31.6_91,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.6_92,D31,beta,human,celseq2,celseq2,3
celseq2_D31.6_93,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.6_94,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_1,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_2,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_3,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_4,D31,endothelial,human,celseq2,celseq2,13
celseq2_D31.7_6,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_8,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_9,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.7_10,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.7_11,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.7_14,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_15,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.7_16,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.7_17,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_18,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.7_19,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_20,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.7_21,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.7_22,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_23,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.7_25,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_26,D31,ductal,human,celseq2,celseq2,15
celseq2_D31.7_28,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_29,D31,ductal,human,celseq2,celseq2,15
celseq2_D31.7_32,D31,endothelial,human,celseq2,celseq2,13
celseq2_D31.7_33,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_34,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_35,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_36,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_37,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_38,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.7_39,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_40,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_41,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_42,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.7_44,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.7_45,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_46,D31,beta,human,celseq2,celseq2,0
celseq2_D31.7_47,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_48,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.7_49,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_50,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.7_51,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.7_53,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_54,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_55,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_56,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.7_57,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.7_58,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.7_59,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_60,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_61,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.7_62,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.7_63,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.7_64,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.7_65,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_66,D31,delta,human,celseq2,celseq2,5
celseq2_D31.7_67,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_69,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_70,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.7_71,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.7_72,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_73,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.7_74,D31,beta,human,celseq2,celseq2,5
celseq2_D31.7_75,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.7_76,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_77,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.7_79,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.7_80,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.7_81,D31,delta,human,celseq2,celseq2,5
celseq2_D31.7_84,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_85,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_87,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_89,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.7_91,D31,beta,human,celseq2,celseq2,3
celseq2_D31.7_92,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.7_93,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.7_94,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_1,D31,delta,human,celseq2,celseq2,5
celseq2_D31.8_2,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.8_3,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_4,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.8_5,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.8_6,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.8_7,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.8_8,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_9,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.8_10,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.8_11,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.8_12,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.8_13,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_14,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.8_15,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.8_17,D31,delta,human,celseq2,celseq2,5
celseq2_D31.8_18,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.8_19,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_20,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_21,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_23,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_24,D31,alpha,human,celseq2,celseq2,8
celseq2_D31.8_25,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.8_26,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.8_27,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.8_28,D31,delta,human,celseq2,celseq2,5
celseq2_D31.8_29,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_30,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_31,D31,beta,human,celseq2,celseq2,0
celseq2_D31.8_33,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.8_34,D31,delta,human,celseq2,celseq2,5
celseq2_D31.8_36,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.8_37,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_38,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.8_39,D31,endothelial,human,celseq2,celseq2,13
celseq2_D31.8_40,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.8_41,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_42,D31,beta,human,celseq2,celseq2,5
celseq2_D31.8_43,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_45,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_46,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.8_47,D31,stellate,human,celseq2,celseq2,14
celseq2_D31.8_48,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_49,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_50,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_52,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.8_53,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.8_56,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.8_57,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.8_58,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_60,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_61,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.8_62,D31,alpha,human,celseq2,celseq2,7
celseq2_D31.8_63,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.8_64,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_65,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.8_66,D31,delta,human,celseq2,celseq2,5
celseq2_D31.8_67,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.8_69,D31,delta,human,celseq2,celseq2,5
celseq2_D31.8_70,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.8_71,D31,delta,human,celseq2,celseq2,5
celseq2_D31.8_73,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_74,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_75,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_76,D31,delta,human,celseq2,celseq2,5
celseq2_D31.8_77,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_78,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_80,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_82,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.8_83,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_84,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_85,D31,ductal,human,celseq2,celseq2,1
celseq2_D31.8_86,D31,alpha,human,celseq2,celseq2,6
celseq2_D31.8_87,D31,gamma,human,celseq2,celseq2,10
celseq2_D31.8_88,D31,beta,human,celseq2,celseq2,3
celseq2_D31.8_89,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.8_90,D31,ductal,human,celseq2,celseq2,15
celseq2_D31.8_91,D31,acinar,human,celseq2,celseq2,2
celseq2_D31.8_92,D31,stellate,human,celseq2,celseq2,11
celseq2_D31.8_93,D31,alpha,human,celseq2,celseq2,4
celseq2_D31.8_94,D31,ductal,human,celseq2,celseq2,1
celseq2_D30.1_1,D30,acinar,human,celseq2,celseq2,2
celseq2_D30.1_4,D30,beta,human,celseq2,celseq2,3
celseq2_D30.1_5,D30,delta,human,celseq2,celseq2,5
celseq2_D30.1_6,D30,delta,human,celseq2,celseq2,5
celseq2_D30.1_7,D30,alpha,human,celseq2,celseq2,6
celseq2_D30.1_9,D30,alpha,human,celseq2,celseq2,6
celseq2_D30.1_10,D30,alpha,human,celseq2,celseq2,4
celseq2_D30.1_13,D30,ductal,human,celseq2,celseq2,1
celseq2_D30.1_14,D30,beta,human,celseq2,celseq2,3
celseq2_D30.1_15,D30,alpha,human,celseq2,celseq2,4
celseq2_D30.1_16,D30,alpha,human,celseq2,celseq2,4
celseq2_D30.1_17,D30,alpha,human,celseq2,celseq2,4
celseq2_D30.1_19,D30,acinar,human,celseq2,celseq2,2
celseq2_D30.1_20,D30,beta,human,celseq2,celseq2,5
celseq2_D30.1_21,D30,alpha,human,celseq2,celseq2,4
celseq2_D30.1_22,D30,stellate,human,celseq2,celseq2,11
